reserveID,dateID,time_value,reserve_visitors
2436,632,18:00,3
2437,632,18:00,4
2438,632,18:00,3
2439,633,17:00,3
2440,633,17:00,3
2441,633,18:00,5
2442,633,18:00,3
2443,633,18:00,14
2444,633,18:00,4
2445,633,19:00,5
2446,633,19:00,10
2447,633,20:00,4
2448,634,18:00,3
2449,634,18:00,4
2450,634,18:00,3
2451,634,18:00,21
2452,634,18:00,6
2453,634,19:00,6
2454,634,19:00,3
2455,634,19:00,6
2456,634,19:00,3
2457,635,17:00,5
2458,635,18:00,10
2459,635,18:00,5
2460,635,19:00,5
2461,635,20:00,4
2462,635,20:00,3
2463,635,20:00,3
2464,636,17:00,5
2465,636,19:00,11
2466,636,19:00,6
2467,636,19:00,5
2468,636,19:00,4
2469,636,21:00,7
2470,637,17:00,4
2471,637,17:00,4
2472,637,17:00,7
2473,637,18:00,3
2474,637,18:00,4
2475,637,18:00,5
2476,637,18:00,7
2477,637,18:00,5
2478,637,18:00,3
2479,637,22:00,6
2480,637,22:00,9
2481,638,18:00,18
2482,638,18:00,4
2483,638,18:00,5
2484,638,19:00,5
2485,638,19:00,3
2486,638,19:00,3
2487,638,19:00,5
2488,638,19:00,7
2489,638,22:00,33
2490,639,17:00,7
2491,639,17:00,6
2492,639,18:00,6
2493,639,20:00,7
2494,640,18:00,4
2495,640,19:00,3
2496,640,19:00,3
2497,640,19:00,7
2498,640,19:00,9
2499,640,19:00,3
2500,640,20:00,5
2501,640,20:00,9
2502,641,18:00,4
2503,641,18:00,8
2504,641,18:00,7
2505,641,18:00,3
2506,641,18:00,6
2507,641,18:00,5
2508,642,16:00,5
2509,642,17:00,5
2510,642,18:00,3
2511,642,18:00,4
2512,642,18:00,5
2513,642,18:00,5
2514,642,20:00,5
2515,645,18:00,5
2516,645,18:00,4
2517,645,20:00,4
2518,646,18:00,3
2519,647,18:00,4
2520,647,18:00,4
2521,647,18:00,4
2522,647,19:00,4
2523,647,19:00,3
2524,647,19:00,4
2525,647,19:00,4
2526,647,20:00,3
2527,647,20:00,5
2528,648,17:00,4
2529,648,17:00,3
2530,648,17:00,8
2531,648,18:00,3
2532,648,18:00,4
2533,648,19:00,5
2534,648,19:00,9
2535,648,19:00,7
2536,648,19:00,4
2537,648,23:00,7
2538,649,17:00,6
2539,649,17:00,6
2540,649,17:00,4
2541,649,18:00,6
2542,649,18:00,4
2543,649,18:00,3
2544,649,18:00,3
2545,649,18:00,7
2546,649,20:00,3
2547,651,17:00,5
2548,651,18:00,3
2549,651,19:00,5
2550,651,20:00,8
2551,652,18:00,3
2552,652,18:00,5
2553,653,21:00,3
2554,653,21:00,4
2555,654,17:00,5
2556,654,17:00,7
2557,654,18:00,19
2558,654,18:00,3
2559,654,19:00,4
2560,654,19:00,4
2561,654,20:00,7
2562,654,21:00,4
2563,655,18:00,9
2564,655,18:00,5
2565,655,18:00,10
2566,655,18:00,3
2567,655,18:00,5
2568,655,18:00,8
2569,655,18:00,4
2570,655,18:00,3
2571,655,18:00,3
2572,655,18:00,5
2573,656,18:00,4
2574,656,19:00,3
2575,656,19:00,7
2576,656,21:00,19
2577,658,17:00,3
2578,658,18:00,4
2579,658,18:00,5
2580,658,18:00,8
2581,659,18:00,5
2582,659,20:00,4
2583,659,20:00,5
2584,660,19:00,3
2585,660,20:00,3
2586,660,21:00,3
2587,661,17:00,11
2588,661,18:00,6
2589,661,18:00,7
2590,661,19:00,3
2591,661,20:00,3
2592,661,20:00,5
2593,661,20:00,3
2594,662,18:00,5
2595,662,18:00,3
2596,662,18:00,4
2597,662,18:00,4
2598,662,18:00,4
2599,662,18:00,5
2600,662,19:00,5
2601,662,19:00,4
2602,662,19:00,3
2603,662,19:00,4
2604,662,19:00,4
2605,662,19:00,3
2606,663,18:00,5
2607,663,19:00,4
2608,663,20:00,3
2609,663,20:00,5
2610,663,20:00,3
2611,665,18:00,4
2612,665,18:00,3
2613,665,18:00,4
2614,665,18:00,3
2615,665,19:00,3
2616,666,19:00,4
2617,667,18:00,3
2618,667,19:00,3
2619,668,18:00,5
2620,668,18:00,3
2621,668,18:00,5
2622,668,18:00,3
2623,668,19:00,4
2624,668,20:00,3
2625,668,20:00,6
2626,668,20:00,3
2627,668,20:00,4
2628,669,17:00,3
2629,669,18:00,4
2630,669,18:00,5
2631,669,18:00,5
2632,669,18:00,4
2633,669,19:00,3
2634,669,19:00,3
2635,669,19:00,3
2636,669,19:00,13
2637,669,19:00,5
2638,670,18:00,7
2639,670,19:00,5
2640,670,19:00,3
2641,670,19:00,4
2642,670,19:00,5
2643,672,17:00,2
2644,672,17:00,10
2645,672,18:00,4
2646,672,18:00,3
2647,672,18:00,3
2648,672,20:00,5
2649,673,18:00,3
2650,673,18:00,8
2651,674,19:00,3
2652,674,19:00,17
2653,674,19:00,4
2654,675,18:00,6
2655,675,18:00,9
2656,675,18:00,7
2657,675,18:00,6
2658,675,20:00,9
2659,675,21:00,3
2660,676,17:00,5
2661,676,18:00,9
2662,676,18:00,7
2663,676,18:00,3
2664,676,18:00,4
2665,676,18:00,5
2666,676,20:00,4
2667,677,18:00,9
2668,677,18:00,6
2669,677,18:00,8
2670,677,18:00,5
2671,677,18:00,4
2672,677,20:00,5
2673,679,17:00,3
2674,679,19:00,8
2675,679,21:00,3
2676,680,18:00,4
2677,680,18:00,7
2678,680,18:00,20
2679,681,17:00,5
2680,681,19:00,5
2681,681,19:00,3
2682,682,17:00,3
2683,682,17:00,5
2684,682,18:00,3
2685,682,18:00,5
2686,682,19:00,3
2687,682,19:00,3
2688,682,20:00,5
2689,683,18:00,3
2690,683,18:00,4
2691,683,18:00,3
2692,683,18:00,6
2693,683,18:00,6
2694,683,18:00,3
2695,683,18:00,5
2696,683,19:00,6
2697,683,19:00,5
2698,683,19:00,4
2699,683,19:00,4
2700,684,16:00,10
2701,684,17:00,4
2702,684,17:00,3
2703,684,17:00,3
2704,684,17:00,3
2705,684,17:00,5
2706,684,18:00,5
2707,684,19:00,4
2708,684,19:00,3
2709,684,20:00,21
2710,684,20:00,4
2711,686,18:00,7
2712,686,18:00,5
2713,686,18:00,3
2714,687,18:00,3
2715,687,19:00,3
2716,687,19:00,5
2717,687,19:00,3
2718,687,19:00,4
2719,687,20:00,10
2720,688,19:00,4
2721,688,19:00,3
2722,688,20:00,3
2723,689,18:00,5
2724,689,18:00,3
2725,689,18:00,3
2726,689,18:00,9
2727,689,18:00,8
2728,689,19:00,5
2729,690,17:00,3
2730,690,18:00,4
2731,690,18:00,5
2732,690,18:00,4
2733,690,18:00,3
2734,690,18:00,16
2735,690,18:00,7
2736,690,18:00,3
2737,690,18:00,3
2738,690,20:00,4
2739,691,19:00,5
2740,691,19:00,3
2741,691,19:00,3
2742,691,19:00,3
2743,691,19:00,3
2744,691,20:00,6
2745,693,17:00,4
2746,693,18:00,3
2747,693,18:00,3
2748,693,19:00,6
2749,693,20:00,5
2750,694,17:00,5
2751,694,18:00,4
2752,694,18:00,3
2753,694,18:00,5
2754,694,18:00,4
2755,694,19:00,9
2756,695,18:00,8
2757,696,18:00,4
2758,696,18:00,9
2759,696,18:00,7
2760,696,19:00,9
2761,696,19:00,3
2762,696,19:00,4
2763,696,19:00,3
2764,696,19:00,3
2765,697,18:00,3
2766,697,18:00,4
2767,697,18:00,3
2768,697,18:00,5
2769,697,19:00,3
2770,697,19:00,3
2771,697,19:00,4
2772,697,20:00,5
2773,698,18:00,5
2774,698,18:00,6
2775,698,19:00,12
2776,698,19:00,3
2777,698,20:00,3
2778,700,17:00,3
2779,700,19:00,3
2780,700,19:00,5
2781,701,19:00,2
2782,701,19:00,3
2783,701,20:00,3
2784,701,20:00,3
2785,702,17:00,4
2786,702,17:00,3
2787,702,17:00,3
2788,703,18:00,3
2789,703,18:00,6
2790,703,18:00,4
2791,703,19:00,3
2792,703,20:00,7
2793,704,18:00,5
2794,704,18:00,8
2795,704,18:00,4
2796,704,18:00,4
2797,704,19:00,5
2798,704,19:00,5
2799,704,19:00,3
2800,704,21:00,5
2801,705,17:00,7
2802,705,18:00,4
2803,705,18:00,6
2804,705,18:00,3
2805,705,18:00,5
2806,705,19:00,3
2807,705,19:00,3
2808,707,17:00,10
2809,707,18:00,9
2810,707,19:00,4
2811,707,19:00,3
2812,707,20:00,3
2813,708,18:00,3
2814,708,18:00,11
2815,708,19:00,7
2816,709,18:00,4
2817,710,18:00,3
2818,710,18:00,7
2819,710,19:00,8
2820,710,19:00,3
2821,710,19:00,25
2822,710,19:00,3
2823,710,19:00,4
2824,711,18:00,7
2825,711,18:00,3
2826,711,18:00,6
2827,711,18:00,6
2828,711,18:00,4
2829,711,18:00,5
2830,711,18:00,3
2831,711,23:00,5
2832,712,18:00,3
2833,712,18:00,5
2834,712,18:00,4
2835,712,18:00,5
2836,712,18:00,3
2837,712,19:00,4
2838,712,19:00,4
2839,712,19:00,5
2840,712,19:00,3
2841,713,17:00,4
2842,713,17:00,4
2843,713,18:00,5
2844,713,18:00,6
2845,713,19:00,3
2846,713,19:00,6
2847,713,21:00,3
2848,814,18:00,3
2849,814,19:00,7
2850,814,19:00,4
2851,814,20:00,8
2852,815,18:00,7
2853,815,18:00,5
2854,815,19:00,5
2855,815,19:00,6
2856,815,19:00,4
2857,815,20:00,3
2858,815,20:00,5
2859,815,20:00,3
2860,815,22:00,5
2861,815,22:00,3
2862,816,19:00,3
2863,816,19:00,3
2864,816,19:00,5
2865,816,19:00,3
2866,816,19:00,3
2867,816,19:00,6
2868,816,20:00,5
2869,816,20:00,24
2870,816,20:00,4
2871,816,20:00,3
2872,816,20:00,3
2873,817,17:00,10
2874,817,18:00,5
2875,817,20:00,3
2876,818,18:00,18
2877,820,19:00,5
2878,820,19:00,5
2879,820,19:00,6
2880,820,19:00,6
2881,820,20:00,11
2882,820,20:00,7
2883,821,19:00,5
2884,822,18:00,13
2885,822,18:00,8
2886,822,19:00,3
2887,822,19:00,3
2888,822,19:00,9
2889,822,19:00,3
2890,822,19:00,3
2891,823,18:00,4
2892,823,19:00,4
2893,823,19:00,11
2894,823,19:00,3
2895,823,19:00,5
2896,823,19:00,3
2897,823,19:00,6
2898,823,19:00,11
2899,823,21:00,3
2900,824,18:00,3
2901,824,19:00,4
2902,826,19:00,3
2903,826,19:00,3
2904,826,19:00,3
2905,826,19:00,9
2906,827,18:00,3
2907,827,18:00,3
2908,827,18:00,3
2909,827,19:00,3
2910,828,19:00,4
2911,829,18:00,5
2912,829,18:00,4
2913,829,19:00,3
2914,830,18:00,7
2915,830,18:00,3
2916,830,19:00,6
2917,830,19:00,4
2918,830,20:00,6
2919,830,20:00,5
2920,831,17:00,5
2921,831,19:00,8
2922,831,19:00,4
2923,831,19:00,4
2924,831,19:00,6
2925,831,19:00,7
2926,833,18:00,6
2927,833,18:00,10
2928,833,20:00,4
2929,833,21:00,3
2930,835,18:00,3
2931,835,20:00,4
2932,836,18:00,5
2933,836,18:00,5
2934,836,19:00,3
2935,837,17:00,3
2936,837,18:00,4
2937,837,18:00,3
2938,837,18:00,16
2939,837,19:00,4
2940,837,19:00,3
2941,837,19:00,7
2942,837,21:00,5
2943,837,21:00,4
2944,837,21:00,3
2945,838,17:00,3
2946,838,20:00,17
2947,840,17:00,3
2948,840,18:00,4
2949,840,18:00,5
2950,840,18:00,3
2951,840,19:00,3
2952,840,19:00,4
2953,841,17:00,3
2954,841,18:00,4
2955,841,19:00,3
2956,841,19:00,3
2957,841,19:00,2
2958,841,19:00,6
2959,841,19:00,3
2960,842,18:00,9
2961,842,18:00,3
2962,842,18:00,5
2963,842,19:00,5
2964,842,19:00,3
2965,842,19:00,3
2966,842,20:00,4
2967,842,20:00,4
2968,843,18:00,7
2969,843,18:00,4
2970,843,19:00,4
2971,843,19:00,3
2972,843,19:00,4
2973,843,20:00,6
2974,844,19:00,5
2975,844,19:00,6
2976,844,19:00,6
2977,844,19:00,6
2978,844,19:00,23
2979,844,19:00,3
2980,844,23:00,5
2981,845,18:00,13
2982,845,19:00,3
2983,845,20:00,21
2984,848,18:00,3
2985,849,18:00,3
2986,849,18:00,3
2987,849,19:00,4
2988,849,20:00,3
2989,850,18:00,5
2990,850,19:00,7
2991,850,19:00,3
2992,850,19:00,5
2993,850,19:00,5
2994,850,19:00,5
2995,850,19:00,3
2996,851,18:00,3
2997,851,19:00,6
2998,851,19:00,4
2999,851,19:00,4
3000,851,19:00,10
3001,851,19:00,4
3002,851,19:00,15
3003,851,19:00,4
3004,852,18:00,7
3005,852,18:00,11
3006,852,18:00,4
3007,852,18:00,11
3008,854,19:00,5
3009,854,19:00,3
3010,854,19:00,3
3011,854,19:00,6
3012,854,19:00,3
3013,854,19:00,3
3014,854,19:00,3
3015,855,18:00,9
3016,855,18:00,15
3017,855,18:00,3
3018,856,19:00,3
3019,856,19:00,3
3020,857,17:00,17
3021,857,18:00,4
3022,857,19:00,5
3023,857,19:00,6
3024,857,19:00,11
3025,857,19:00,7
3026,857,19:00,3
3027,857,19:00,5
3028,857,20:00,3
3029,857,20:00,16
3030,857,21:00,4
3031,858,18:00,5
3032,858,18:00,4
3033,858,18:00,17
3034,858,18:00,3
3035,858,20:00,3
3036,858,20:00,5
3037,858,20:00,4
3038,858,20:00,6
3039,858,20:00,3
3040,858,20:00,6
3041,858,21:00,6
3042,859,17:00,20
3043,859,18:00,7
3044,859,19:00,5
3045,859,19:00,5
3046,861,18:00,4
3047,861,19:00,3
3048,861,19:00,4
3049,861,19:00,3
3050,862,19:00,5
3051,862,19:00,31
3052,862,19:00,5
3053,862,19:00,6
3054,862,19:00,3
3055,863,19:00,12
3056,863,19:00,5
3057,863,20:00,4
3058,863,20:00,5
3059,864,18:00,13
3060,864,19:00,5
3061,864,19:00,7
3062,864,19:00,11
3063,864,19:00,3
3064,864,19:00,7
3065,864,19:00,7
3066,864,21:00,4
3067,865,20:00,4
3068,865,20:00,9
3069,865,20:00,4
3070,865,20:00,4
3071,865,20:00,4
3072,865,20:00,5
3073,865,20:00,6
3074,865,20:00,9
3075,865,20:00,3
3076,865,20:00,5
3077,865,20:00,4
3078,866,18:00,11
3079,866,18:00,4
3080,866,18:00,5
3081,866,20:00,3
3082,866,20:00,5
3083,866,20:00,7
3084,866,20:00,5
3085,866,20:00,8
3086,868,18:00,3
3087,868,18:00,3
3088,868,19:00,5
3089,868,19:00,17
3090,868,19:00,4
3091,868,21:00,3
3092,869,18:00,5
3093,869,19:00,4
3094,869,19:00,6
3095,869,19:00,7
3096,869,21:00,12
3097,870,18:00,3
3098,870,18:00,4
3099,870,18:00,16
3100,870,18:00,11
3101,870,19:00,7
3102,870,19:00,3
3103,870,21:00,4
3104,870,21:00,3
3105,870,21:00,7
3106,870,21:00,3
3107,870,21:00,4
3108,871,18:00,17
3109,871,18:00,4
3110,871,18:00,3
3111,871,18:00,5
3112,871,19:00,3
3113,871,19:00,3
3114,871,20:00,4
3115,871,20:00,6
3116,872,18:00,6
3117,872,18:00,5
3118,872,18:00,4
3119,872,19:00,3
3120,872,19:00,3
3121,872,20:00,3
3122,872,20:00,6
3123,872,21:00,3
3124,873,18:00,3
3125,873,18:00,8
3126,873,19:00,5
3127,873,19:00,7
3128,873,19:00,3
3129,873,19:00,7
3130,874,17:00,5
3131,874,19:00,7
3132,874,19:00,17
3133,874,19:00,3
3134,874,19:00,6
3135,874,19:00,4
3136,874,20:00,6
3137,874,20:00,3
3138,875,17:00,5
3139,875,17:00,3
3140,875,18:00,7
3141,875,18:00,9
3142,875,18:00,8
3143,875,18:00,4
3144,875,19:00,3
3145,875,19:00,8
3146,875,19:00,2
3147,875,21:00,5
3148,875,21:00,3
3149,875,21:00,7
3150,876,17:00,4
3151,876,17:00,4
3152,876,17:00,13
3153,876,19:00,3
3154,876,19:00,3
3155,876,19:00,3
3156,876,19:00,22
3157,876,19:00,7
3158,876,20:00,7
3159,876,20:00,4
3160,876,21:00,3
3161,876,21:00,5
3162,877,17:00,11
3163,877,17:00,6
3164,877,17:00,21
3165,877,18:00,3
3166,877,18:00,5
3167,877,19:00,3
3168,877,19:00,3
3169,877,19:00,3
3170,877,21:00,3
3171,877,21:00,10
